Query_45225,XM_034958465.1,100.000,21,0,0,1,21,497,477,2.1,39.2
Query_45225,XM_034958464.1,100.000,21,0,0,1,21,608,588,2.1,39.2
Query_45225,XM_033214027.1,100.000,21,0,0,1,21,401,381,2.1,39.2
Query_45225,XM_033214026.1,100.000,21,0,0,1,21,287,267,2.1,39.2
Query_45225,XM_033214025.1,100.000,21,0,0,1,21,536,516,2.1,39.2
Query_45225,XM_033214024.1,100.000,21,0,0,1,21,487,467,2.1,39.2
Query_45225,XM_033214023.1,100.000,21,0,0,1,21,686,666,2.1,39.2
Query_45225,XM_032136191.1,100.000,21,0,0,1,21,690,670,2.1,39.2
Query_45225,XM_023224702.3,100.000,21,0,0,1,21,224,204,2.1,39.2
Query_45225,XM_023224701.3,100.000,21,0,0,1,21,505,485,2.1,39.2
Query_45225,XM_023224700.3,100.000,21,0,0,1,21,477,457,2.1,39.2
Query_45225,XM_023224699.3,100.000,21,0,0,1,21,686,666,2.1,39.2
Query_45225,XM_031664650.1,100.000,21,0,0,1,21,273,253,2.1,39.2
Query_45225,XM_021938381.2,100.000,21,0,0,1,21,497,477,2.1,39.2
Query_45225,XM_003898597.4,100.000,21,0,0,1,21,686,666,2.1,39.2
Query_45225,XM_019025601.2,100.000,21,0,0,1,21,221,201,2.1,39.2
Query_45225,XM_004038573.3,100.000,21,0,0,1,21,686,666,2.1,39.2
Query_45225,XM_010384547.2,100.000,21,0,0,1,21,686,666,2.1,39.2
Query_45225,XM_030800871.1,100.000,21,0,0,1,21,690,670,2.1,39.2
Query_45225,NM_001312647.2,100.000,21,0,0,1,21,508,488,2.1,39.2
Query_45225,NM_001312648.2,100.000,21,0,0,1,21,502,482,2.1,39.2
Query_45225,NM_001111113.2,100.000,21,0,0,1,21,443,423,2.1,39.2
Query_45225,XM_028848016.1,100.000,21,0,0,1,21,589,569,2.1,39.2
Query_45225,NM_005339.5,100.000,21,0,0,1,21,596,576,2.1,39.2
Query_45225,XM_025385140.1,100.000,21,0,0,1,21,168,148,2.1,39.2
Query_45225,XM_025385138.1,100.000,21,0,0,1,21,210,190,2.1,39.2
Query_45225,XM_025385137.1,100.000,21,0,0,1,21,594,574,2.1,39.2
Query_45225,XM_025385136.1,100.000,21,0,0,1,21,600,580,2.1,39.2
Query_45225,XM_025385134.1,100.000,21,0,0,1,21,535,515,2.1,39.2
Query_45225,XM_025385132.1,100.000,21,0,0,1,21,691,671,2.1,39.2
Query_45225,XM_016950973.2,100.000,21,0,0,1,21,590,570,2.1,39.2
Query_45225,XM_009447486.3,100.000,21,0,0,1,21,531,511,2.1,39.2
Query_45225,XM_024245916.1,100.000,21,0,0,1,21,594,574,2.1,39.2
Query_45225,XM_002814684.3,100.000,21,0,0,1,21,691,671,2.1,39.2
Query_45225,XM_023583793.1,100.000,21,0,0,1,21,533,513,2.1,39.2
Query_45225,XM_004475464.3,100.000,21,0,0,1,21,634,614,2.1,39.2
Query_45225,XM_012474955.2,100.000,21,0,0,1,21,691,671,2.1,39.2
Query_45225,LT735837.1,100.000,21,0,0,1,21,891,871,2.1,39.2
Query_45225,XM_017854256.1,100.000,21,0,0,1,21,810,790,2.1,39.2
Query_45225,XM_015450067.1,100.000,21,0,0,1,21,589,569,2.1,39.2
Query_45225,XM_015450066.1,100.000,21,0,0,1,21,595,575,2.1,39.2
Query_45225,XM_013009051.1,100.000,21,0,0,1,21,467,447,2.1,39.2
Query_45225,XM_013009049.1,100.000,21,0,0,1,21,642,622,2.1,39.2
Query_45225,XM_012057901.1,100.000,21,0,0,1,21,686,666,2.1,39.2
Query_45225,XM_011949088.1,100.000,21,0,0,1,21,535,515,2.1,39.2
Query_45225,XM_011949085.1,100.000,21,0,0,1,21,691,671,2.1,39.2
Query_45225,XM_011949084.1,100.000,21,0,0,1,21,917,897,2.1,39.2
Query_45225,XM_011983567.1,100.000,21,0,0,1,21,535,515,2.1,39.2
Query_45225,XM_011983564.1,100.000,21,0,0,1,21,691,671,2.1,39.2
Query_45225,KJ891343.1,100.000,21,0,0,1,21,469,449,2.1,39.2
Query_45225,XM_003940989.2,100.000,21,0,0,1,21,483,463,2.1,39.2
Query_45225,XM_039468204.1,100.000,21,0,0,1,21,502,482,2.1,39.2
Query_45225,NM_001260841.2,100.000,21,0,0,1,21,453,433,2.1,39.2
Query_45225,XM_038008617.1,100.000,21,0,0,1,21,514,494,2.1,39.2
Query_45225,XM_008017600.2,100.000,21,0,0,1,21,686,666,2.1,39.2
Query_45225,NM_001246525.1,100.000,21,0,0,1,21,561,541,2.1,39.2
Query_45225,AB527742.1,100.000,21,0,0,1,21,413,393,2.1,39.2
Query_45225,CU690733.1,100.000,21,0,0,1,21,215,235,2.1,39.2
Query_45225,EU446896.1,100.000,21,0,0,1,21,426,406,2.1,39.2
Query_45225,AK315524.1,100.000,21,0,0,1,21,614,594,2.1,39.2
Query_45225,AK307130.1,100.000,21,0,0,1,21,499,479,2.1,39.2
Query_45225,AK291454.1,100.000,21,0,0,1,21,440,420,2.1,39.2
Query_45225,NM_001283819.1,100.000,21,0,0,1,21,611,591,2.1,39.2
Query_45225,BC022804.1,100.000,21,0,0,1,21,564,544,2.1,39.2
Query_45225,AK093533.1,100.000,21,0,0,1,21,509,489,2.1,39.2
Query_45225,BC050600.1,100.000,21,0,0,1,21,542,522,2.1,39.2
Query_45225,AB022436.1,100.000,21,0,0,1,21,337,317,2.1,39.2
Query_45225,AB022435.1,100.000,21,0,0,1,21,490,470,2.1,39.2
Query_45225,U58522.1,100.000,21,0,0,1,21,407,387,2.1,39.2
Query_45225,XM_040966395.1,100.000,20,0,0,1,20,847,828,7.5,37.4
Query_45225,XM_040966394.1,100.000,20,0,0,1,20,553,534,7.5,37.4
Query_45225,XM_040966393.1,100.000,20,0,0,1,20,468,449,7.5,37.4
Query_45225,XM_040966391.1,100.000,20,0,0,1,20,435,416,7.5,37.4
Query_45225,XM_040966389.1,100.000,20,0,0,1,20,639,620,7.5,37.4
Query_45225,XM_040747118.1,100.000,20,0,0,1,20,534,515,7.5,37.4
Query_45225,XM_040747117.1,100.000,20,0,0,1,20,631,612,7.5,37.4
Query_45225,XM_040625099.1,100.000,20,0,0,1,20,405,386,7.5,37.4
Query_45225,XM_008701503.2,100.000,20,0,0,1,20,558,539,7.5,37.4
Query_45225,XM_040485326.1,100.000,20,0,0,1,20,531,512,7.5,37.4
Query_45225,XM_021722734.2,100.000,20,0,0,1,20,528,509,7.5,37.4
Query_45225,XM_005319928.3,100.000,20,0,0,1,20,632,613,7.5,37.4
Query_45225,XM_039844998.1,100.000,20,0,0,1,20,667,648,7.5,37.4
Query_45225,XM_039844997.1,100.000,20,0,0,1,20,505,486,7.5,37.4
Query_45225,XM_039844996.1,100.000,20,0,0,1,20,440,421,7.5,37.4
Query_45225,XM_039844995.1,100.000,20,0,0,1,20,612,593,7.5,37.4
Query_45225,XM_039226965.1,100.000,20,0,0,1,20,383,364,7.5,37.4
Query_45225,XM_039226963.1,100.000,20,0,0,1,20,626,607,7.5,37.4
Query_45225,XM_039091717.1,100.000,20,0,0,1,20,457,438,7.5,37.4
Query_45225,XM_039091716.1,100.000,20,0,0,1,20,730,711,7.5,37.4
Query_45225,XM_038661952.1,100.000,20,0,0,1,20,525,506,7.5,37.4
Query_45225,XM_038661951.1,100.000,20,0,0,1,20,488,469,7.5,37.4
Query_45225,XM_038661950.1,100.000,20,0,0,1,20,637,618,7.5,37.4
Query_45225,XM_022417228.2,100.000,20,0,0,1,20,525,506,7.5,37.4
Query_45225,XM_846094.6,100.000,20,0,0,1,20,488,469,7.5,37.4
Query_45225,XM_003434394.5,100.000,20,0,0,1,20,637,618,7.5,37.4
Query_45225,XM_038324635.1,100.000,20,0,0,1,20,335,316,7.5,37.4
Query_45225,XM_038323543.1,100.000,20,0,0,1,20,741,722,7.5,37.4
Query_45225,XM_037829624.1,100.000,20,0,0,1,20,279,260,7.5,37.4
Query_45225,XM_037829623.1,100.000,20,0,0,1,20,564,545,7.5,37.4
Query_45225,XM_037823026.1,100.000,20,0,0,1,20,386,367,7.5,37.4


