Query_19755,NR_073119.3,100.000,21,0,0,1,21,126,106,2.1,39.2
Query_19755,NR_073120.3,100.000,21,0,0,1,21,126,106,2.1,39.2
Query_19755,NR_073121.3,100.000,21,0,0,1,21,126,106,2.1,39.2
Query_19755,NM_001001481.4,100.000,21,0,0,1,21,159,139,2.1,39.2
Query_19755,NM_001271015.3,100.000,21,0,0,1,21,126,106,2.1,39.2
Query_19755,NM_018299.6,100.000,21,0,0,1,21,126,106,2.1,39.2
Query_19755,LT734931.1,100.000,21,0,0,1,21,573,553,2.1,39.2
Query_19755,LT733781.1,100.000,21,0,0,1,21,573,553,2.1,39.2
Query_19755,KJ902804.1,100.000,21,0,0,1,21,151,131,2.1,39.2
Query_19755,KJ894177.1,100.000,21,0,0,1,21,151,131,2.1,39.2
Query_19755,AK295792.1,100.000,21,0,0,1,21,174,154,2.1,39.2
Query_19755,EU446497.1,100.000,21,0,0,1,21,108,88,2.1,39.2
Query_19755,AK225554.1,100.000,21,0,0,1,21,105,85,2.1,39.2
Query_19755,AY948289.1,100.000,21,0,0,1,21,143,123,2.1,39.2
Query_19755,BC016326.1,100.000,21,0,0,1,21,128,108,2.1,39.2
Query_19755,BC010900.1,100.000,21,0,0,1,21,93,73,2.1,39.2
Query_19755,AK024050.1,100.000,21,0,0,1,21,172,152,2.1,39.2
Query_19755,AK001873.1,100.000,21,0,0,1,21,89,69,2.1,39.2
Query_19755,AC022826.12,100.000,21,0,0,1,21,133894,133914,2.1,39.2
Query_19755,CR457275.1,100.000,21,0,0,1,21,86,66,2.1,39.2
Query_19755,BX648427.1,100.000,21,0,0,1,21,103,83,2.1,39.2
Query_19755,BX538145.1,100.000,21,0,0,1,21,97,77,2.1,39.2


