# blastn
# Iteration: 0
# Query: 
# RID: 73S0R0UP016
# Database: nt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 100 hits found
Query_2609	CP054820.1	100.000	21	0	0	1	21	2906580	2906560	2.1	39.2
Query_2609	CP033723.2	100.000	21	0	0	1	21	775891	775871	2.1	39.2
Query_2609	CP052128.1	100.000	21	0	0	1	21	2024387	2024407	2.1	39.2
Query_2609	CP052126.1	100.000	21	0	0	1	21	2221440	2221460	2.1	39.2
Query_2609	CP052130.1	100.000	21	0	0	1	21	2221437	2221457	2.1	39.2
Query_2609	CP052124.1	100.000	21	0	0	1	21	2182553	2182573	2.1	39.2
Query_2609	CP052122.1	100.000	21	0	0	1	21	2182553	2182573	2.1	39.2
Query_2609	CP052120.1	100.000	21	0	0	1	21	2252854	2252874	2.1	39.2
Query_2609	CP052118.1	100.000	21	0	0	1	21	2252854	2252874	2.1	39.2
Query_2609	CP052116.1	100.000	21	0	0	1	21	2252854	2252874	2.1	39.2
Query_2609	CP052114.1	100.000	21	0	0	1	21	2252853	2252873	2.1	39.2
Query_2609	CP052112.1	100.000	21	0	0	1	21	2204687	2204707	2.1	39.2
Query_2609	CP052110.1	100.000	21	0	0	1	21	2204686	2204706	2.1	39.2
Query_2609	CP052108.1	100.000	21	0	0	1	21	2252732	2252752	2.1	39.2
Query_2609	CP052106.1	100.000	21	0	0	1	21	2252848	2252868	2.1	39.2
Query_2609	CP052104.1	100.000	21	0	0	1	21	2252812	2252832	2.1	39.2
Query_2609	CP052102.1	100.000	21	0	0	1	21	2252854	2252874	2.1	39.2
Query_2609	CP052098.1	100.000	21	0	0	1	21	2065794	2065814	2.1	39.2
Query_2609	CP052100.1	100.000	21	0	0	1	21	2065794	2065814	2.1	39.2
Query_2609	CP052096.1	100.000	21	0	0	1	21	2065794	2065814	2.1	39.2
Query_2609	CP052090.1	100.000	21	0	0	1	21	2065788	2065808	2.1	39.2
Query_2609	CP052094.1	100.000	21	0	0	1	21	2065794	2065814	2.1	39.2
Query_2609	CP052092.1	100.000	21	0	0	1	21	2065794	2065814	2.1	39.2
Query_2609	CP052086.1	100.000	21	0	0	1	21	2221440	2221460	2.1	39.2
Query_2609	CP052088.1	100.000	21	0	0	1	21	2221440	2221460	2.1	39.2
Query_2609	CP052082.1	100.000	21	0	0	1	21	2182553	2182573	2.1	39.2
Query_2609	CP052084.1	100.000	21	0	0	1	21	2221453	2221473	2.1	39.2
Query_2609	CP052080.1	100.000	21	0	0	1	21	2182554	2182574	2.1	39.2
Query_2609	CP052078.1	100.000	21	0	0	1	21	2182325	2182345	2.1	39.2
Query_2609	CP052076.1	100.000	21	0	0	1	21	2182264	2182284	2.1	39.2
Query_2609	CP052074.1	100.000	21	0	0	1	21	2212611	2212631	2.1	39.2
Query_2609	CP052072.1	100.000	21	0	0	1	21	2212477	2212497	2.1	39.2
Query_2609	CP052070.1	100.000	21	0	0	1	21	2212612	2212632	2.1	39.2
Query_2609	CP052068.1	100.000	21	0	0	1	21	2110099	2110119	2.1	39.2
Query_2609	XM_003817410.4	100.000	21	0	0	1	21	720	700	2.1	39.2
Query_2609	XM_034504298.1	100.000	21	0	0	1	21	814	794	2.1	39.2
Query_2609	XM_019945282.2	100.000	21	0	0	1	21	802	782	2.1	39.2
Query_2609	XM_019944984.2	100.000	21	0	0	1	21	881	861	2.1	39.2
Query_2609	XM_019944982.2	100.000	21	0	0	1	21	880	860	2.1	39.2
Query_2609	XM_019944981.2	100.000	21	0	0	1	21	877	857	2.1	39.2
Query_2609	XM_019944980.2	100.000	21	0	0	1	21	879	859	2.1	39.2
Query_2609	CP051516.1	100.000	21	0	0	1	21	2708003	2708023	2.1	39.2
Query_2609	XM_033408003.1	100.000	21	0	0	1	21	807	787	2.1	39.2
Query_2609	XM_033408002.1	100.000	21	0	0	1	21	803	783	2.1	39.2
Query_2609	XM_004281073.2	100.000	21	0	0	1	21	799	779	2.1	39.2
Query_2609	XM_033408001.1	100.000	21	0	0	1	21	800	780	2.1	39.2
Query_2609	XM_004271794.3	100.000	21	0	0	1	21	822	802	2.1	39.2
Query_2609	CP050980.1	100.000	21	0	0	1	21	4022721	4022701	2.1	39.2
Query_2609	CP050593.1	100.000	21	0	0	1	21	31020220	31020200	2.1	39.2
Query_2609	CP050635.1	100.000	21	0	0	1	21	31021927	31021907	2.1	39.2
Query_2609	XM_033183585.1	100.000	21	0	0	1	21	729	709	2.1	39.2
